absorptif	<p-n>E</p-n> absorptive.
abstain	<p-n>E</p-n> to abstain (from voting).\n　<br><p-l>keabstainan </p-l>abstention.
abstrak	(<i>D</i>/<i>E</i>) <br><p-l>1 </p-l>abstract, immaterial. <br><p-l>2 </p-l>abstract, résumé, précis.<br><p-l>mengabstrakkan </p-l>to abstract, make s.t. immaterial. <br><p-l>abstrak-<b>abstrakan</b> </p-l>all kinds of abstractions. <br><p-l>pengabstakan </p-l>abstracting.
abstraksi	<p-n>D</p-n> abstraction.<br><p-l>berabstraksi </p-l>to make abstractions, draw abstract conclusions.<br><p-l>mengabstraksikan </p-l>to abstract.
abstraksionis	<p-n>E</p-n> abstractionist.
abstraksionisme	(<i>D</i>/<i>E</i>) abstractionism (style in art).
absté(i)n	 → ABSTAIN.
absténsi	<p-n>E</p-n> abstention.
absurd	(<i>D</i>/<i>E</i>) absurd, preposterous.<br><p-l>keabsurdan </p-l>absurdity.
absurditas	<p-n>D</p-n> absurdity.
absén	(<i>D</i>/<i>E</i>) <br><p-l>1 </p-l>absent, not present. <i>tidak</i> – not fail to appear. <i>tidak</i> <i>pernah</i> – <i>dari</i> never free from, never doesn’t (do s.t.). <i>tidak</i> <i>pernah</i> – <i>dalam</i> always be present/active in, never be away from. <i>sudah</i> <i>tidak</i> – <i>lagi</i> to be no longer in (our) service. <br><p-l>2 </p-l>to sign in.<br><p-l>mengabsén </p-l>to call the roll, check attendance. ~ <i>diri</i> <i>sendiri</i> to answer the roll call.<br><p-l>absénan </p-l><i>daftar</i> ~ attendance list, roster.<br><p-l>pengabsénan </p-l>taking attendance.
absénsi	<p-n>D</p-n> roll call. <i>daftar</i> – attendance list, roster. <i>jam</i> – time clock.
abséntia	<i>in</i> – <p-n>L</p-n> in the absence of (the accused); → <i>dengan</i> <i>tidak</i>\nDIHADIRI.
abséntéisme	(<i>D</i>/<i>E</i>) absenteeism.
absés	(<i>D</i>/<i>E</i>) abscess.
ABT	<p-n>init</p-n> [Anggaran Belanja Tambahan] Supplementary Budget.
abtar	<p-n>A</p-n> <br><p-l>1 </p-l>maimed (without a finger/toe/limb, etc.), crippled. \n<b>2</b>\nstumped.
abu I	 <br><p-l>1 </p-l>ash(es). <i>tempat</i> – ashtray; → ASBAK. <i>Rumahnya</i> <i>menjadi</i> –. His house went up in flames. <br><p-l>2 </p-l>dust. <p-n>seperti</p-n> – <i>di</i> <i>atas</i> <i>tunggul</i>\n<p-n>M</p-n> to occupy an insecure position. <i>berdiang</i> <i>di</i> – <i>dingin</i> <p-n>M</p-n> to obtain nothing (from brothers/family heads, etc.). <i>jadi</i> – <i>arang</i> (that is) ancient history. <i>terpegang</i> <i>di</i> – <i>hangat</i> to stir up a hor- net’s nest. – <i>bara</i> cinder. – <i>batu</i> <i>bara</i> coal ash. – <i>blarak</i> <p-n>Jv</p-n> dried coconut leaf powder (used as a cleanser). – <i>dasar</i> bottom ash/slag. – <i>gosok</i> scouring sand. – <i>kayu</i> wood ash. – <i>limbah</i> fly ash. – <i>soda</i> sodium carbonate. – <i>terbang</i> fly ash. – <i>vulkanik</i>/<i>vul</i>- <i>kanis</i> volcanic ash.<br><p-l>abu-<b>abu</b> </p-l>ash-gray, ashy. <i>udara</i> ~ an overcast sky. ~ <i>muda</i> light gray.<br><p-l>berabu </p-l>dusty.<br><p-l>mengabu </p-l>to become ashes.<br><p-l>mengabui</p-l> <br><p-l>1 </p-l>to spray/scatter ashes on s.t. (in planting). <br><p-l>2 </p-l>(= <br><p-l>me-<b>ngelabui</b>) </p-l>to fool, trick. ~ <i>mata</i> to pull the wool over s.o.’s eyes, to deceive s.o.<br><p-l>mengabukan and <b>memperabukan</b> </p-l>to cremate.<br><p-l>keabu-<b>abuan</b> </p-l>grayish. <i>Rambutnya</i> <i>tipis</i> ~. His hair is thin and graying.<br><p-l>pengabuan </p-l>cremation. ~ <i>mata</i> a) misleading, deceptive. b) camouflage, deceit.<br><p-l>perabuan</p-l> <br><p-l>1 </p-l>storage place for ashes. <br><p-l>2 </p-l>container for cremation ashes. <i>tempat</i> ~ <i>mayat</i> crematorium.
abu II	<p-n>A</p-n> father of, in proper names, such as <i>Abu</i> <i>Bakar</i>, etc.
abu III	defeated, to lose (in certain games).<br><p-l>abu-<b>abu</b> </p-l>northern bluefin tuna, long-tailed tuna, <i>Neothunnus</i> <i>rarus</i>. <br><p-l>abuan</p-l> <br><p-l>1 </p-l>part of a rice paddy yield made available to <i>sawah</i> workers; ration, share. <br><p-l>2 </p-l>a nest egg (money saved for an emergency).
Abubakar I	<p-n>A</p-n> one of the first companions of the Prophet Mu- hammad.
abubakar II	(<i>joc</i> <i>acr</i>) [atas budi baik Golkar] by Golkar’s goodwill.
abudemén	<p-n>J</p-n> → ABONEMÉN.
abuh I	<p-n>Jv</p-n> <br><p-l>1 </p-l>swelling, inflammation. <br><p-l>2 </p-l>swollen. <i>sakit</i> – a) dropsy.\nb) dropsical. c) edema.<br><p-l>abuhan </p-l>to suffer from dropsy.<br><p-l>abuh-<b>abuhan</b></p-l> <br><p-l>1 </p-l>swelling, inflammation. <br><p-l>2 </p-l>swollen. <i>sakit</i> ~ a) dropsy. b) dropsical.
abuh II	noisy; busy.
abui	 → ABOI.
abuk I	dust. – <i>bunga</i> pollen. – <i>gergaji</i> sawdust.
abuk II	<p-n>M</p-n> hair.
abuk III	<p-n>Jv</p-n> <br><p-l>mengabuk </p-l>to take s.o. else’s property by claiming that it belongs to you.<br><p-l>abuk-<b>abuk</b> </p-l><i>kué</i> ~ k.o. cake made from sugar-palm flour.
abulhayat	<p-n>A</p-n> the father of life, i.e., rain.
abun-abun	<p-n>ob</p-n> thoughts, ideas, ideals; → ANGAN-ANGAN. <i>gila</i> <i>di</i> –\nto hope for s.t. impossible.
abunemén	 → ABONEMÉN. <i>karcis</i> – (bus) commuter ticket.
abung	 <br><p-l>1 </p-l><p-n>Mal</p-n> pomelo. <br><p-l>2 </p-l>the part of the coconut embryo that grows in the shell.
abur	<p-n>cla</p-n> wasteful, extravagant, prodigal. <br><p-l>mengabur(<b>kan</b>) </p-l>to waste, squander (money). <br><p-l>pengabur </p-l>spendthrift.
abus I	 <br><p-l>1 </p-l><p-n>col</p-n> <br><p-l>1 </p-l>coins of the lowest denomination. <br><p-l>2 </p-l>very little, a bit, trifle. <br><p-l>3 </p-l><p-n>geol</p-n> shard.
abus II	<p-n>vulg</p-n> to die, drop dead; → MAMPUS. –<i>lah</i> <i>kamu</i> <i>sekalian</i>.\nDrop dead all of you.
abuter	[abu terbang] → ABU <i>terbang</i>.
abuya	 → BUYA.
abyad	<p-n>A</p-n> white, clear, translucent.
abécé	abc (the Latin alphabet); → ABC.
abégé	 → ABG.
abén	<p-n>Bal</p-n> cremation ceremony.<br><p-l>mengabén(kan) </p-l>[and <br><p-l>ngabén </p-l><p-n>coq</p-n>] to cremate; ) MEMPERABU- KAN.<br><p-l>pengabénan </p-l>cremation.
abésé	 → ABC.
ab’ad	<p-n>A</p-n> nonobligatory ( prayer).
ac and AC	<p-n>E</p-n> /asé/ air-condition(ed). <i>kamar</i> – an air-conditioned room.<br><p-l>ber-<b>ac</b> </p-l>to be air-conditioned. <i>ruangan</i> <i>kerja</i> ~ an air-conditioned office.
AC-DC	 /asédésé/ <p-n>E</p-n> <br><p-l>1 </p-l>bisexual. <br><p-l>2 </p-l>to be between the devil and the deep blue sea, be between a rock and a hard place.
acah I	<b1>beracah</b1>-<br><p-l>acah </p-l>to pretend, feint (at an opponent).<br><p-l>mengacah </p-l>to act as if, pretend (in order to fool opponents), bluff.<br><p-l>acahan </p-l>feint, bluff, feigned attack.
acah II	<b1>mengacah</b1> to violate (the law).
acak I	<p-n>J</p-n> erratic, random, irregular, by chance. <i>secara</i> – at ran- dom, randomly.<br><p-l>mengacak</p-l> <br><p-l>1 </p-l>to ransack. <br><p-l>2 </p-l>to randomize, scramble. <br><p-l>3 </p-l>to encrypt. <br><p-l>mengacak-<b>acak</b> </p-l>[and <br><p-l>ngacak-<b>ngacak</b> </p-l><p-n>coq</p-n>] to ransack, rum- mage through, upset, mix up, mess up, screw up, jumble to- gether, turn upside down. <i>Dépdagri</i> <i>diacak</i>-<i>acak</i> <i>pencuri</i>. The\n　Department of the Interior was ransacked by the thieves. <br><p-l>mengacakkan</p-l> <br><p-l>1 </p-l>to randomize. <br><p-l>2 </p-l>to mess up, disarrange. <br><p-l>teracak</p-l> <br><p-l>1 </p-l>scrambled. <br><p-l>2 </p-l>encrypted.<br><p-l>acak-<b>acakan</b> </p-l>disorderly, untidy, disarranged. <i>dalam</i> <i>keadaan</i> ~ in a disorderly state; to be a mess. <i>memilih</i> <i>secara</i> ~ to choose at random.<br><p-l>keacak-<b>acakan</b> </p-l>chaos, disorder.<br><p-l>pengacak </p-l>randomizer, scrambler, s.t. that scrambles. <br><p-l>pengacakan</p-l> <br><p-l>1 </p-l>randomizing, scrambling. <br><p-l>2 </p-l>encryption. <br><p-l>pengacak-<b>acakan</b> </p-l>messing up, making disorderly, etc.
acak II	<p-n>coq</p-n> – <i>kali</i> and <br><p-l>acak-<b>acak</b> </p-l><p-n>M</p-n> quickly, hurriedly, in a hurry, rashly.
acan I	<p-n>ob</p-n> <br><p-l>mengacan </p-l>to intend, have in mind, expect; to long for.
acan II	<b1>mengacan</b1> <p-n>cla</p-n> to feint, mislead, trick (an opponent), bluff; → ACAH I.
acan III	<p-n>J</p-n> <i>tak</i> – a) not yet (at all). <i>Saya</i> <i>mah</i> <i>kagak</i> <i>nyebut</i>-<i>nyebut</i> <i>nama</i> <i>Sur</i> –. I haven’t mentioned Sur’s name yet. b) not a single one.
acan IV	(from the name Hasan; <i>Maluku</i>) (word used to refer to) Muslims; <i>cp</i> OBÉD.
acancut	<i>taliwanda</i>/<i>taliwondo</i> <p-n>Jv</p-n> → CANCUT <i>taliwanda</i>.
acang I	<p-n>naut</p-n> <br><p-l>1 </p-l>small rod to indicate water conditions in a kettle.<br><p-l>2 </p-l>gadget.
acang II	<p-n>Jv</p-n> <br><p-l>mengacang </p-l>[and <br><p-l>ngacang </p-l><p-n>coq</p-n>] to have an erection;\ne NGACENG.
acang III	 → ACAN IV.<br><p-l>acang-<b>acang</b> <b>I</b> </p-l><p-n>M</p-n> <br><p-l>1 </p-l>s.o. who does errands, gofer. <br><p-l>2 </p-l>confidant. – <i>alat</i> master of ceremonies. – <p-n>dalam</p-n> <i>negeri</i> smart people in a village.<br><p-l>acang-<b>acang</b> <b>II</b> </p-l><i>ikan</i> – k.o. fish, Bombay duck, <i>Harpodon</i> <i>nehereus</i>.
acap I	 <br><p-l>1 </p-l>often, repeatedly, again and again, time and again. – <i>kali</i>\noften. <br><p-l>2 </p-l>quickly, immediately, soon.<br><p-l>acap-<b>acap</b></p-l> <br><p-l>1 </p-l>often, repeatedly, again and again. <br><p-l>2 </p-l>very quickly/ soon.<br><p-l>mengacapkan</p-l> <br><p-l>1 </p-l>to make more frequent. <br><p-l>2 </p-l>to hasten, accelerate, speed up.
acap II	 <br><p-l>1 </p-l>to be stuck deep in s.t., be buried to the top/hilt. <br><p-l>2 </p-l>inun- dated, flooded (by water).<br><p-l>mengacapi</p-l> <br><p-l>1 </p-l>to overflow, flood, inundate, irrigate. <i>diacapi</i> <i>air</i> to be flooded, inundated. <br><p-l>2 </p-l>to soak.
acar	<p-n>Pers</p-n> <br><p-l>1 </p-l>pickles. <br><p-l>2 </p-l>fresh garden salad. – <i>bening</i> uncooked pick- les. – <i>campur</i> <i>aduk</i> mixed pickles. – <i>kubis</i> sauerkraut. – <i>kuning</i> pickled vegetables. – <i>matang</i> cooked pickles. – <i>mentimun</i> cu- cumber pickles. – <i>rampai</i> mixed pickles.<br><p-l>mengacar </p-l>to pickle, make into pickles.<br><p-l>acar-<b>acaran</b> </p-l>pickles.<br><p-l>pengacaran </p-l>pickling.
acara I	<p-n>Skr</p-n> <br><p-l>1 </p-l>item (on an agenda), agenda, schedule. <i>tata</i> – agenda. <i>tertib</i> – rules of order. <br><p-l>2 </p-l>subject, topic, theme, pro- gram, show. <i>pengarah</i> – Master of Ceremonies, emcee. <i>dalam</i>\n– <i>rapat</i> on the agenda. <br><p-l>3 </p-l>lawsuit, court case. <br><p-l>4 </p-l>judicial proce- dure. <i>berita</i> – official report, deposition. <i>gedung</i> – <p-n>ob</p-n> court (of justice), law courts. <i>hari</i> – <p-n>ob</p-n> court session. <i>hukum</i> – law of procedure. <br><p-l>5 </p-l>heading (of an article). <br><p-l>6 </p-l><p-n>ob</p-n> method, way, manner; → CARA. – <i>banding</i><p-n>an</p-n> appeal. – <i>bébas</i> an unsched- uled activity. – <i>bedah</i> launch, opening. – <i>berperkara</i> legal pro- ceedings, litigation. – <i>cepat</i> accelerated proceedings. – <i>gong</i> closing part (of a ceremony). – <i>hukum</i> procedural (regula- tions). – <i>kebaktian</i> religious service. – <i>kesegaran</i> physical\nfitness program. – <i>padat</i> a tight schedule. – <i>pasang</i> <i>atap</i> top- ping-off ceremony. – <i>pembukaan</i> opening ceremony. – <i>pem</i>- <i>buktian</i> listening to the evidence (at a hearing). – <i>pemeriksaan</i> investigation. – <i>penghiburan</i> reception (k.o. party). – <i>peng</i>- <i>lepasan</i>/<i>pelepasan</i> leave-taking, farewell. – <i>penuh</i> a full sched- ule. – <i>perdana</i>/<i>pokok</i> main item on an agenda. – <i>perdata</i> civil proceedings. – <i>perjalanan</i> <i>kapal</i> ship’s manifest. – <i>pidana</i> criminal proceedings. – <i>singkat</i> summary proceedings. – <i>sipil</i> civil proceedings. – <i>surat</i> main contents of a letter. – <i>tugas</i> list of duties, work schedule.<br><p-l>beracara</p-l> <br><p-l>1 </p-l>to have on the agenda. <br><p-l>2 </p-l>to be involved in a lawsuit, litigate. <br><p-l>3 </p-l>to be in session, sit (of a court).<br><p-l>beracarakan </p-l>to have … on the agenda/program.<br><p-l>mengacara</p-l> <br><p-l>1 </p-l>to administer justice. <br><p-l>2 </p-l>to hand down (a sentence).<br><p-l>mengacarakan</p-l> <br><p-l>1 </p-l>to program; → MEM(P)ROGRAMKAN. <br><p-l>2 </p-l>to bring to trial. <br><p-l>3 </p-l>to place on the agenda.<br><p-l>pengacara</p-l> <br><p-l>1 </p-l>counsel for the defense. <br><p-l>2 </p-l>attorney, lawyer. ~ <i>Agung</i> <p-n>Mal</p-n> Solicitor General. ~ <i>keluarga</i> family lawyer. ~ <i>perusa</i>- <i>haan</i> corporation lawyer. <br><p-l>3 </p-l>master of ceremonies. <br><p-l>kepeng-<b>acaraan</b></p-l> <br><p-l>1 </p-l>advocacy. <br><p-l>2 </p-l>lawyers’ <p-n>mod</p-n>.<br><p-l>pengacaraan </p-l>programming.
acara II	(<i>Jv</i> <i>ob</i>) <br><p-l>mengacarakan</p-l> <br><p-l>1 </p-l>to offer s.t. to a guest (refresh- ments/a chair, etc.). <br><p-l>2 </p-l>to welcome guests on s.o.’s behalf.
acaram	(<i>Tam</i> <i>ob</i>) <br><p-l>1 </p-l>wedding ring. <br><p-l>2 </p-l>betrothal/engagement ring. \n<b>3</b>\nproof (that a bargain has been made). <i>uang</i> – earnest money.
acarawan	(<i>Skr</i> <i>neo</i>) programmer; → PROGRAMER.
acarya	 <br><p-l>1 </p-l><p-n>Bal</p-n> a guru, teacher. <br><p-l>2 </p-l>once offered as a university de- gree equivalent to the B.A.
acat	<p-n>J</p-n> <br><p-l>acatan </p-l>remnant (of fabric), cutting.
acau mengacau	 <br><p-l>1 </p-l>to be delirious, have nightmares, rave. <br><p-l>2 </p-l>to be out of whack, to be off (of a timepiece); → ACO, KACAU.
acawi	<p-n>ob</p-n> carpenter.
acc	<p-n>D</p-n> /asésé/ approved, agreed. <i>memberikan</i> –<i>nya</i> to give one’s approval.<br><p-l>meng-<b>acc</b>(<b>kan</b>) </p-l>to approve (of ), agree to. <i>Proyék</i> <i>besar</i> <i>harus</i> <i>di</i>- <i>acc</i> <i>présidén</i>. Big projects have to be approved by the president.
accu	<p-n>D</p-n> /aki/ → AKI II. – <i>zuur</i> battery acid; → AIR <i>aki</i>.
ACD	 → ANTI <i>celana</i> <i>dalam</i>.
aceng	<p-n>Jv</p-n> <br><p-l>mengaceng </p-l>[and <br><p-l>ngaceng </p-l><p-n>coq</p-n>] <br><p-l>1 </p-l><p-n>vulg</p-n> to have an erection/a hard-on. ~ <i>berat</i> to have a big hard-on. <br><p-l>2 </p-l>to be erect (of the penis); → ACANG II.<br><p-l>acengan </p-l>horny, sexually excited.
acerang	 <br><p-l>1 </p-l><p-n>Jv</p-n> k.o. plant, <i>Coleus</i> <i>amboinensis</i>. <br><p-l>2 </p-l><p-n>S</p-n> blackfellows, New Zealand cowage, k.o. medicinal herb for the liver, <i>Bidens</i> <i>pilosus</i>.
aceuk	<p-n>S</p-n> older sister.
aci I	 <br><p-l>1 </p-l>valid, legal. <br><p-l>2 </p-l>okay! agreed! done (of bets)! <i>nggak</i>/<i>tidak</i> – a) not valid, invalid; illegal. b) canceled, could not proceed; it’s off! that won’t do! c) not fair. <i>mengambil</i> – to take seriously.<br><p-l>mengacikan</p-l> <br><p-l>1 </p-l>to consider valid/correct/legal. <br><p-l>2 </p-l>to validate, certify.
aci II	 <br><p-l>1 </p-l><p-n>C</p-n> elder sister; → ACIK I. <br><p-l>2 </p-l>(<i>M</i> <i>ob</i>) aunt, older woman.
aci III	<p-n>J</p-n> <br><p-l>1 </p-l>quintessence, essence, gist. <br><p-l>2 </p-l>starch. <br><p-l>3 </p-l>flour. – <i>goréng</i>\n[ciréng] fried tapioca. – <i>jagung</i> cornstarch. – <i>ubi</i> <i>kayu</i> tapioca\nflour.<br><p-l>acian </p-l>~ <i>nat</i> grout. ~ <i>semén</i> slush grout.
aci IV	 <br><p-l>1 </p-l><p-n>Mal</p-n> axle, shaft. <br><p-l>2 </p-l><p-n>naut</p-n> reefing-gear for rolling up sails.<br><p-l>aci-<b>aci</b> </p-l><p-n>naut</p-n> reefing-gear for rolling up sails.<br><p-l>aci-<b>aci</b></p-l> <br><p-l>1 </p-l>supposition. <br><p-l>2 </p-l>example, model. –<i>nya</i> suppose/supposing that, take as an example, assuming that; so to speak; by chance, perhaps.<br><p-l>mengaci-<b>acikan</b></p-l> <br><p-l>1 </p-l>to suppose, assume, take as an example. <br><p-l>2 </p-l>to imagine, fancy.<br><p-l>aci-<b>acian</b> </p-l>belief, supposition.
acik I	(C) <br><p-l>1 </p-l>elder sister. <br><p-l>2 </p-l><p-n>M</p-n> aunt. <br><p-l>3 </p-l><p-n>ob</p-n> older brother.
acik II	 → ASYIK.
acir	<p-n>J</p-n> <br><p-l>mengacir </p-l>[and <br><p-l>ngacir </p-l><p-n>coq</p-n>] <br><p-l>1 </p-l>to dash off, run (away), walk quickly looking straight ahead. ~ <i>terbirit</i>-<i>birit</i> to run away as quickly as possible. <br><p-l>2 </p-l>stiff and straight, without a bend or curve (as of a tree).<br><p-l>acir-<b>aciran</b> </p-l>to run without a fixed direction (from fear, etc.).
acitra	nonfigurative.
aco	<p-n>Jv</p-n> <br><p-l>mengaco </p-l>[and <br><p-l>ngaco </p-l><p-n>coq</p-n>] <br><p-l>1 </p-l>to talk in one’s sleep, be de- lirious; → ACAU. <br><p-l>2 </p-l>to talk incoherently/in a confused way, talk nonsense, rave; → ACAU. <br><p-l>3 </p-l>inaccurate; to be out of order, be off (of a watch/traffic sign, etc.). ~ <i>bélo</i> to talk through one’s hat.<br><p-l>aco-<b>acoan</b> </p-l><p-n>J</p-n> reckless. <i>secara</i> ~ wrongly.
acu I	ready, prepared.<br><p-l>mengacu</p-l> <br><p-l>1 </p-l>to threaten, menace (by holding up a weapon, etc.). <br><p-l>2 </p-l>to aim, direct, point. <br><p-l>3 </p-l>to devise, contrive, plan. <i>belum</i> <i>diacu</i> <i>téwas</i> <i>dulu</i> doomed before it starts. ~ <i>ke</i>( <i>pada</i>) a) to refer to;\nt MERUJUK <i>ke</i>( <i>pada</i>). <i>dengan</i> ~ <i>ke</i> <i>surat</i> ... with reference to the letter of ... b) to be guided (by); to apply (a certain\npolicy).<br><p-l>mengacu-<b>acu</b> </p-l>to devise, contrive, plan.<br><p-l>mengacukan</p-l> <br><p-l>1 </p-l>to threaten with (a rifle butt, etc.), shake (one’s\nfist) in a threatening way, point (a weapon) at. <br><p-l>2 </p-l>to suggest, propose. <br><p-l>3 </p-l>to consider, weigh, think over, contemplate. <br><p-l>4 </p-l>to apply to, relate to, refer to. <br><p-l>5 </p-l>to tune (a musical instrument).<br><p-l>acuan</p-l> <br><p-l>1 </p-l>reference ( point), norm. <i>karangan</i> ~ reference article;  \nRUJUKAN. <br><p-l>2 </p-l>application, applying. <br><p-l>beracuan </p-l>with a reference.<br><p-l>pengacu </p-l>s.t. that refers.<br><p-l>pengacuan </p-l>referential.
acu II	<p-n>Tam</p-n> cast, mold.<br><p-l>seacu </p-l>to be cast from the same mold, to resemble closely.<br><p-l>mengacu </p-l>to cast, mold (cake, etc.). ~ <i>ke</i> to be formed/molded by.<br><p-l>teracu </p-l>molded, cast.<br><p-l>acuan</p-l> <br><p-l>1 </p-l>(casting-)mold, cast, model, matrix, die, form, casing. ~ <i>cétak</i> mold. ~ <i>kué</i> cake pan. ~ <i>sepatu</i> shoe last. <br><p-l>2 </p-l>pattern. ~ <i>kalimat</i> <p-n>gram</p-n> sentence pattern. <br><p-l>3 </p-l>rule. <br><p-l>seacuan </p-l><i>bagaikan</i> ~ it’s a perfect fit.
acuh	<p-n>M</p-n> <br><p-l>1 </p-l>heed, close attention, care(ful notice). <br><p-l>2 </p-l>to care (about), pay attention (to). <br><p-l>3 </p-l>attentive. <br><p-l>4 </p-l>(the opposite mean- ing is frequent nowadays) indifferent, uncaring. – <i>tak</i> – indif- ferent, unconcerned, without interest, apathetic; → LU <i>lu</i>, <i>gua</i> <i>gua</i>. <i>bersikap</i> <i>tak</i> – to be indifferent, inattentive, heedless, negligent. <i>tidak</i>/<i>tak</i> – indifferent, uncaring. <bi>menak</bi>-<bi>acuhkan</bi> to be indifferent to. <bi>ketak</bi>-<bi>acuhan</bi> and <bi>keacuh</bi>-<bi>takacuhan</bi> indifference, lack of concern/interest, apathy.<br><p-l>mengacuhkan </p-l>to heed, care about, be concerned about, be at- tentive to, mind, pay attention to, note. <i>tidak</i> ~ to ignore, disregard.<br><p-l>acuhan</p-l> <br><p-l>1 </p-l>s.o. that is heeded or attracts attention. <i>Baginya</i> <i>tidak</i> <i>menjadi</i> ~. He doesn’t care. <br><p-l>2 </p-l><p-n>J</p-n> to care (about).<br><p-l>pengacuhan </p-l>heeding, paying attention to.
