orang II	(by analogy to <i>Jv</i> <i>wong</i>) since, the reason is, because. <i>Mana</i> <i>dapat</i> <i>membayar</i>, – <i>belum</i> <i>gajian</i>. How can I pay since I haven’t gotten my salary yet.  <i>kok</i> (implies surprise at hearing or learning s.t.) – <i>sudah</i> <i>besar</i> <i>kok</i> <i>masih</i> <i>nangis</i>! You’re a big boy now and you’re still crying? – <i>mobil</i> <i>begini</i> <i>kok</i> <i>bagus</i>! You call such a car a nice car?
orang-aring	<p-n>J</p-n> name of various plants, such as <i>Tridax</i> <i>procumbens</i>, <i>Maoutia</i> <i>diversifolia</i>, <i>Pouzolzia</i> <i>zeylanica</i>; → URANG-ARING.
oranye	<p-n>D</p-n> orange(-colored).
oranyekrus	<p-n>D</p-n> orange crush, i.e., an orange-colored, carbonated sweet-tasting beverage resembling orange juice.
orasi	<p-n>D</p-n> oration, public speech. – <i>ilmiah</i> scientific presentation.
orat	 → AURAT.
orat-arét	graffiti; → ORÉT.<br><p-l>mengorat-<b>arét</b> </p-l>to make graffiti, scribble on.
orator	(<i>D</i>/<i>E</i>) orator, demagogue, speaker; → PEMBICARA.<br><p-l>keoratoran </p-l>oratory, the art of eloquent speech.
oratoris	<p-n>D</p-n> oratorical.
oratorium	<p-n>D</p-n> oratorio.
Orba	 <br><p-l>1 </p-l>[Orde Baru] the New Order, i.e., the period from March 11, 1966, until the time that President Soeharto stepped down in 1998. <br><p-l>2 </p-l>[Orde Batak] ( jokingly) the Batak Order, so called be- cause many Bataks have held high office during the period of the New Order. <br><p-l>3 </p-l>[Ora Bayar] <p-n>Jv</p-n> ( jokingly) <i>lit</i> he doesn’t pay, i.e., whispered about an army man not paying his fare on public transportation.<br><p-l>meng-<b>Orbakan</b> </p-l>to impose the New Order upon s.t.<br><p-l>peng-<b>Orbanan</b> </p-l>imposition of the New Order. ~ <i>aparatur</i> <i>Dé</i>- <i>partemén</i> <i>Dalam</i> <i>Negeri</i> orchestrating the Ministry of the In- terior into the New Order.
orbit	<p-n>D</p-n> orbit. – <i>tetap</i> <i>di</i> <i>angkasa</i> <i>luar</i> geostationary orbit.<br><p-l>berorbit </p-l>to be in orbit. <br><p-l>mengorbit </p-l>to orbit, be in orbit. <br><p-l>mengorbiti </p-l>to orbit (around).<br><p-l>mengorbitkan </p-l>to put s.t./s.o. into orbit.<br><p-l>terorbit </p-l>orbited.<br><p-l>orbitan </p-l>orbit.<br><p-l>pengorbit </p-l>launching pad.\n　<br><p-l>pengorbitan </p-l>putting into orbit.
orbita	<p-n>L</p-n> orbit, eye socket.
orbital	(<i>D</i>/<i>E</i>) orbital.
orbék	[orang bekén] celebrity.
orde	<p-n>D</p-n> <br><p-l>1 </p-l>order (structure or administration). <br><p-l>2 </p-l>order (a group of plants or animals classified as similar in many ways). – <i>primata</i> the primates. <br><p-l>3 </p-l>order of knighthood (a Dutch decoration). – <i>Baru</i> → ORBA. <bi>peng</bi>-<bi>ordebaruan</bi> making s.t. conform to the <i>Orde</i> <i>Baru</i>. – <i>Lama</i> → ORLA.
ordening	<p-n>D</p-n> arrangement, planning, regulation.
order	<p-n>D</p-n> <br><p-l>1 </p-l>order (for merchandise, etc.); f MEMESAN. <br><p-l>2 </p-l>command, order, instruction; → MEMERINTAHKAN. <br><p-l>3 </p-l><p-n>col</p-n> forced labor.<br><p-l>orderan </p-l>s.o. who can be ordered around.
ordi I	<p-n>Port</p-n> order, command.
ordi II	<p-n>ob</p-n> forced labor; → RODI.
ordinal	(<i>D</i>/<i>E</i>) ordinal.
ordinat	<p-n>D</p-n> (co)ordinate.
ordinér	<p-n>D</p-n> ordinary, common.
ordner	<p-n>D</p-n> ring binder.
ordo	<p-n>L</p-n> <br><p-l>1 </p-l>(monastic) order. <br><p-l>2 </p-l>(in natural history) order. <i>Wereng</i> <i>coklat</i> <i>termasuk</i> – <i>Hemiptera</i>. The brown <i>wereng</i> belongs to the order of Hemiptera.
ordonan(s)	(<i>D</i> <i>mil</i>) orderly, messenger.
ordonansi	<p-n>D</p-n> ordinance.
ordonatur	<p-n>mil</p-n> representative with rights of <i>ordonansi</i>.
org	<p-n>abbr</p-n> → ORAng i.<br><p-l>organ </p-l><p-n>D</p-n> <br><p-l>1 </p-l>organ (of the body). – <i>penerima</i> receptive organ. <br><p-l>2 </p-l>organ, i.e., magazine or newspaper used to express the opin- ions of an organization, party, etc.<br><p-l>organda </p-l>[Organisasi Pengusaha Angkutan Darat] Land Transpor- tation Business Organization.<br><p-l>organik </p-l>(<i>D</i>/<i>E</i>) <br><p-l>1 </p-l>organic, of the bodily organs, vital. <br><p-l>2 </p-l>organic, sup- ported by or resulting from the constitution or, at least, a legal regulation of higher order. <i>undang</i>-<i>undang</i> – an organic law. <br><p-l>3 </p-l><p-n>mil</p-n> in one administrative unit.<br><p-l>organis </p-l><p-n>D</p-n> organic.<br><p-l>organisasi </p-l><p-n>D</p-n> organization. – <i>kebudayaan</i> [orkéb] cultural organi- zation. – <i>kembar</i> sister organization. – <i>mantel</i> <p-n>D</p-n> front/cover organization. – <i>massa</i> [ormas] mass organization. – <i>massa</i> <i>keaga</i>- <i>maan</i> religious mass organization. – <i>massa</i> <i>nonagama</i> nonreli- gious mass organization. – <i>nir</i>-<i>laba</i> not-for-profit organization. – <i>non</i>-<i>pemerintah</i> [ornop] nongovernmental organization. – <i>Papua</i> <i>Merdéka</i> [OPM] Free Papua Organization, i.e., a secessionist movement during the pre-Irian Jaya period. – <i>Pembébasan</i> <i>Palés</i>- <i>tina</i> Palestine Liberation Organization, PLO. – <i>perangkat</i> the government and its various agencies. – <i>perjanjian</i> treaty organiza- tion. – <i>Peserta</i> <i>Pemilu</i> [OPP] Organization of Participants in General Elections. – <i>politik</i> [orpol] political organization. – <i>pro</i>- <i>fési</i>/<i>fungsional</i> <i>dan</i> <i>kemasyarakatan</i> [orsinalmas] professional and/or functional and community organization. – <i>seazas</i> subsid- iary organization (of a political party). – <i>sosial</i> [orsos] social orga- nization. – <i>sosial</i>/<i>kemasyarakatan</i> <i>dan</i> <i>profési</i>/<i>fungsional</i> [orsos- masinal] social and/or community and professional and/or functional organization. – <i>sosial</i>-<i>politik</i> [orsospol] socio-political organization. – <i>tanpa</i> <i>bentuk</i> [OTB] Formless Organization. – <i>tanpa</i> <i>tujuan</i> <i>laba</i> [OTTL] not-for-profit organization. – <i>tata</i> <i>laksana</i> [ortala] managing organization. – <i>terlarang</i> [OT] prohib- ited organization.<br><p-l>seorganisasi </p-l>in the same organization.<br><p-l>berorganisasi</p-l> <br><p-l>1 </p-l>to organize. <br><p-l>2 </p-l>to be organized. <i>pasukan</i> <i>yang</i> ~\norganized troops.<br><p-l>mengorganisasi(<b>kan</b>) </p-l>to organize s.t. ~ <i>kaum</i> <i>tani</i> to organize the farmers.<br><p-l>terorganisasi </p-l>organized. <i>sebuah</i> <i>béngkél</i> <i>keséhatan</i> <i>yang</i> ~ <i>secara</i> <i>éfisién</i> an efficiently organized health shop. <br><p-l>keterorganisasian </p-l>being organized, organization.<br><p-l>organisasi-<b>organisasian</b> </p-l>all k.o. organizations. <i>Tidak</i> <i>perlu</i> ~;\n<i>cukup</i> <i>niat</i> <i>dan</i> <i>kemauan</i>. You don’t need all k.o. organizations; all you need is the intention and the desire.<br><p-l>keorganisasian </p-l>organizational; organizing ( powers/talents). <i>iklim</i>\n~ organizational climate.<br><p-l>pengorganisasi </p-l>organizing. <i>alat</i> ~ <i>yang</i> <i>paling</i> <i>utama</i> a key orga- nizing device.<br><p-l>pengorganisasian </p-l>organizing; organization. ~ <i>kembali</i> reorganizing.<br><p-l>organisator </p-l><p-n>D</p-n> organizer.<br><p-l>organisatoris </p-l><p-n>D</p-n> <br><p-l>1 </p-l>organizational. <br><p-l>2 </p-l>organization-oriented.<br><p-l>organisir </p-l><p-n>D</p-n> <br><p-l>mengorganisir </p-l>to organize.<br><p-l>terorganisir </p-l>organized. <i>kejahatan</i> <i>yang</i> ~ organized crime.\n　<br><p-l>pengorganisiran </p-l>organizing. <br><p-l>organisme </p-l>(<i>D</i>/<i>E</i>) organism. <br><p-l>organsa </p-l><p-n>D</p-n> organdy.
orgasme	(<i>D</i>/<i>E</i>) [O] orgasm.
orgel	<p-n>D</p-n> organ (musical instrument); harmonium. – <i>geréja</i> church organ. <i>pemain</i> – <i>geréja</i> church organist. – <i>putar</i> hand organ.
orhiba	 → OLAHRAGA <i>hidup</i> <i>baru</i>. <br><p-l>berorhiba </p-l>to engage in these ex- ercises.
ORI	<p-n>ob</p-n> [Oeang Répoeblik Indonésia] Money of the Republic of Indonesia, issued on October 30, 1946, to replace the money of the Netherlands Indies, money of the Javasche Bank, and Japa- nese occupation money.
Oridab	<p-n>ob</p-n> [ORI Daérah Banten] Money of the Republic of In- donesia for the Province of Banten.
Oril	<p-n>ob</p-n> [Oeang Répoeblik Indonésia Lampung] Money of the Republic of Indonesia for Lampung (South Sumatra).
Orion	<p-n>D</p-n> Orion.
Orips	<p-n>ob</p-n> [Oeang Répoeblik Indonésia Propinsi Sumatra] Money of the Republic of Indonesia for the Province of Sumatra.<br><p-l>meng-<b>Oripskan</b> </p-l>to state in <i>Orips</i> money. <i>Harga</i> <i>1</i> <i>bambu</i> <i>beras</i> (<i>kira</i>-<i>kira</i> <i>1</i> <i>1</i>/<i>2</i> <i>kilo</i>) <i>f</i>. <i>80</i>, <i>uang</i> <i>Djepang</i>; <i>kalau</i> <i>di</i>-<i>Oripskan</i> <i>mendjadi</i> <i>f</i>. <i>0</i>,<i>80</i>. The price of one bamboo container of rice (about 1 1/2 kilos) is f. 80 in Japanese money; in <i>Orips</i> money it’s f. 0.80.
orisinal	<p-n>E</p-n> and
orisinalitas	<p-n>D</p-n> originality.
orisinil	<p-n>D</p-n> original. <i>idé</i> – an original idea.<br><p-l>keorisinalan </p-l>originality.
oriéntal	(<i>D</i>/<i>E</i>) oriental, eastern.
oriéntalis	<p-n>D</p-n> orientalist.
oriéntalisme	(<i>D</i>/<i>E</i>) orientalism.
oriéntalistik	(<i>D</i>/<i>E</i>) orientalistic.
oriéntasi	<p-n>D</p-n> orientation. – <i>Studi</i> <i>dan</i> <i>Pengenalan</i> <i>Kampus</i> [Ospék] Study Orientation and Getting Acquainted with the Campus (a program for college freshmen).<br><p-l>beroriéntasi </p-l>to have an orientation, be oriented (towards). ~ <i>ke</i> <i>luar</i> outward-oriented. ~ <i>ke</i> <i>masa</i> <i>depan</i> future-oriented, for- ward-looking. ~ <i>kepada</i> <i>pasar</i> market-oriented. ~ <i>pada</i> <i>ke</i>- <i>hidupan</i> life-oriented. ~ <i>pada</i> <i>keuntungan</i>/<i>laba</i> profit-oriented.\n~ <i>pada</i> <i>pekerjaan</i> job-oriented. ~ <i>pada</i> <i>pemakai</i> user-oriented.\n~ <i>pencapaian</i> <i>hasil</i> results-oriented.<br><p-l>beroriéntasikan </p-l><p-n>kepada</p-n> to be oriented (towards). ~ <i>pemecahan</i> <i>masalah</i> problem-solving-oriented. ~ <i>rumah</i> <i>tangga</i> home- oriented. ~ <i>kepada</i> <i>kekuasaan</i> power-oriented.<br><p-l>mengoriéntasi </p-l>to reconnoiter.<br><p-l>mengoriéntasikan </p-l>~ <i>diri</i> to orient o.s., take one’s bearings.
orkéb	 → ORGANISASI <i>kebudayaan</i>.
orkés I	<p-n>D</p-n> orchestra. – <i>dangdut</i> a <i>dangdut</i> orchestra. – <i>filharmonis</i> philharmonic orchestra. – <i>gésék</i> string orchestra. – <i>kamar</i> cham- ber orchestra. – <i>Kamar</i> <i>Nusantara</i> [OKN] Nusantara Chamber Orchestra. – <i>simfoni</i> symphony orchestra. – <i>tiup</i> wind orchestra.
orkés II	 → OLAHRAGA <i>dan</i> <i>keséhatan</i>.
orkéstrasi	<p-n>D</p-n> orchestration.
Orla	[Orde lama] the Old Order, ancien régime, under President Soekarno ( prior to 1965).
orloji	 → ARLOJI.
ormas	mass organization; → ORGANISASI <i>massa</i>.<br><p-l>keormasan </p-l>mass organization system.
orna	 → RONA.
ornamén	<p-n>D</p-n> ornament. – <i>pohon</i> <i>Natal</i> Christmas tree ornament.
ornaméntal	(<i>D</i>/<i>E</i>) ornamental.
ornitolog	<p-n>D</p-n> ornithologist.
ornitologi	(<i>D</i>/<i>E</i>) ornithology.
ornitologik	<p-n>E</p-n> and
ornitologis	<p-n>D</p-n> ornithological.
ornop	 → ORGANISASI <i>nonpemerintah</i>.
oro-oro	<p-n>Jv</p-n> ( pronunciation of <i>ara</i>-<i>ara</i>) large field, uncultivated grassland.
orografi	<p-n>D</p-n> orography.
orografik	<p-n>E</p-n> and
orografis	<p-n>D</p-n> orographic.
orok I	<p-n>J</p-n> newborn (baby), infant.
orok II	(<i>J</i>/<i>Jv</i>) → DENGKUR. <br><p-l>mengorok </p-l>[and <br><p-l>ngorok </p-l><p-n>coq</p-n>] to snore, make a droning noise.<br><p-l>pengorok </p-l>snorer.<br><p-l>orok-<b>orok</b> <b>I</b> </p-l><p-n>Jv</p-n> a plant, crotalaria, <i>Crotalaria</i> <i>striata</i>, that pro- duces a pea-like vegetable used as a green-manure crop.<br><p-l>orok-<b>orok</b> <b>II</b> </p-l>k.o. rattle used to attract fish.<br><p-l>mengorok-<b>orok</b> </p-l>to use this rattle to attract fish.
orong	cancelled, failed, null and void; → URUNG I.<br><p-l>orong-<b>orong</b> <b>I</b> </p-l><p-n>cla</p-n> vent of (archaic) cannon (where the match is applied).<br><p-l>orong-<b>orong</b> <b>II</b> </p-l><p-n>Jv</p-n> mole cricket, <i>Gryllotalpa</i> <i>africana</i>.<br><p-l>orong-<b>orong</b> <b>III</b> </p-l>(in Surabaya) petty thefts.
orot	<p-n>Jv</p-n> to dissipate, squander.<br><p-l>pengorotan </p-l>wastefulness, dissipation.
Orpadnas	[Oriéntasi kewaspadaan nasional] National Vigilance Orientation.
orpol	 → ORGANISASI <i>politik</i>.
orsi	(clipped form of <br><p-l>orisinil) </p-l>original.
orsidé	<p-n>D</p-n> orchid; o ANGGRÉK.
orsinalmas	 → ORGANISASI <i>profési</i>/<i>fungsional</i> <i>dan</i> <i>kemasyarakatan</i>.
orsos	 → ORGANISASI <i>sosial</i>.
orsosmasinal	 → ORGANISASI <i>sosial</i>/<i>kemasyarakatan</i> <i>dan</i> <i>profési</i>/ <i>fungsional</i>.
orsospol	 → ORGANISASI <i>sosial</i>-<i>politik</i>.
ortala	 → ORGANISASI <i>tata</i> <i>laksana</i>.
ortodok(s)	<p-n>D</p-n> orthodox; old-fashioned.<br><p-l>keortodoksan </p-l>orthodoxy.
ortodoksi	(<i>D</i>/<i>E</i>) orthodoxy.
ortodonsi	<p-n>D</p-n> orthodontics.
ortografi	(<i>D</i>/<i>E</i>) orthography.
ortografik	<p-n>E</p-n> and
ortografis	<p-n>D</p-n> orthographic.
ortopédagogi	<p-n>D</p-n> orthopedagogics.
ortopédi	<p-n>D</p-n> orthopedics.
ortopédis	<p-n>D</p-n> orthopedic(al). <i>ahli</i> – orthopedist.
ortu	 → ORANG <i>tua</i>.
orék-orék	 → ORAT-ORÉT.
orén	(<i>E</i> <i>ob</i>) orange.
oréng	<p-n>M</p-n> philtrum, the groove between the nose and the lips.
orét	 → CORÉT I. <br><p-l>mengorét-<b>orét</b> </p-l>to scribble, scratch.<br><p-l>orét-<b>orétan</b></p-l> <br><p-l>1 </p-l>graffiti. <br><p-l>2 </p-l>scribble, scratch.
os	<p-n>init</p-n> the patient; → ORANG <i>sakit</i>.
osak	<p-n>Jv</p-n> <br><p-l>mengosak-<b>osak</b> </p-l>to mess up, turn upside down, clutter.
osaka	(in Southern Tapanuli) a four-wheeled pushcart, two meters long and one meter wide, with a steering wheel at the rear end.
Oscar	<p-n>E</p-n> /oskar/ Oscar (movie industry award). <i>pemenang</i> <i>piala</i>\n– winner of the Oscar award.
osifikasi	<p-n>D</p-n> ossification.
osilasi	<p-n>D</p-n> oscillation.<br><p-l>berosilasi </p-l>to oscillate.
osilator	(<i>D</i>/<i>E</i>) oscillator.
osiloskop	(<i>D</i>/<i>E</i>) oscilloscope.
Osing	<i>bahasa</i>/<i>orang</i> – the language (a dialect of Javanese) and people of the easternmost tip of Java (the Balambangan, Banyuwangi area).
osio	 → WÉSIO.
osis	 → ANAK <i>osis</i>.
Oskar	 → OSCAR.
oskultasi	<p-n>D</p-n> auscultation.
oskép	<p-n>BG</p-n> informer, spy; → spion.
osmosa, osmose	<p-n>D</p-n> and <br><p-l>osmosis </p-l><p-n>E</p-n> osmosis.
osmotik	<p-n>E</p-n> and
osmotis	<p-n>D</p-n> osmotic.
osog I	(<i>J</i>/<i>Jv</i>) <br><p-l>mengosog </p-l>[and <br><p-l>ngosog </p-l><p-n>coq</p-n>] to grind small fruits, such as <i>cermai</i>, <i>lobi</i>-<i>lobi</i>, etc. until soft (for making candy).<br><p-l>osogan </p-l>ground-up fruits.
osog II	<p-n>J</p-n> <br><p-l>mengosog </p-l>[and <br><p-l>ngosog </p-l><p-n>coq</p-n>] to instigate, encourage.
ospék	 → ORIÉNTASI <i>studi</i> <i>dan</i> <i>pengenalan</i> <i>kampus</i>.
osténtasi	<p-n>D</p-n> ostentation.
ostéoporosis	<p-n>E</p-n> osteoporosis.
Osvia	(<i>D</i> <i>col</i>) [Opléidingsschool voor Indische Ambtenaaren] Training School for Indies Civil Servants.
osé I	<p-n>Jv</p-n> <i>kacang</i> – shelled pulses/leguminous plants.
osé II	<p-n>Port</p-n> (in Ambon) you. “– <i>mau</i> <i>apa</i>?” <i>tantang</i> <i>si</i> <i>pemuda</i>. “What do you want?” challenged the young man.<br><p-l>oséan </p-l>(<i>D</i>/<i>E</i>) ocean; → SAMUDRA.<br><p-l>oséania </p-l>(<i>D</i>/<i>E</i>) Oceania.<br><p-l>oséanografi </p-l>(<i>D</i>/<i>E</i>) oceanography. <i>sarjana</i> – oceanographer.<br><p-l>oséanolog </p-l><p-n>D</p-n> oceanologist.<br><p-l>oséanologi </p-l>(<i>D</i>/<i>E</i>) oceanology.
oséng	<p-n>Jv</p-n> <br><p-l>mengoséng-<b>oséng</b> </p-l>to sauté.\n　<br><p-l>oséng-<b>oséng</b> </p-l>sautéed.
OT I	<p-n>init</p-n> → ORGANISASI <i>terlarang</i>.
ot II	<p-n>init</p-n> [orang tahanan] prisoner.
otak	 <br><p-l>1 </p-l>(– <i>benak</i>) the brain, brains (the organ). <i>Kepalanya</i> <i>pecah</i> <i>dan</i>\n–<i>nya</i> <i>bercécéran</i>. His skull was fractured and the brains scattered around. <br><p-l>2 </p-l>brains (as substance or intelligence). <i>memecahkan</i>/<i>me</i>- <i>merah</i>/<i>memutar</i> –<i>nya</i> to rack one’s brains. <br><p-l>3 </p-l>brains (behind s.t.), mastermind. <i>Empat</i> <i>orang</i> <i>pengédar</i> <i>morfin</i> <i>diringkus</i> <i>setelah</i>\n–<i>nya</i> <i>ditémbak</i> <i>kakinya</i>. Four morphine traffickers were cap- tured after the mastermind was shot in the leg. <i>tajam</i> – acute, sharp, smart. <i>waras</i> – (mentally) normal. <i>tidak</i> <i>waras</i> – mentally ill. – <i>ayam</i> silly, foolish. – <i>besar</i>/<i>depan</i> cerebrum. – <i>éncér</i> smart, clever. – <i>kecil</i> cerebellum. – <i>kera</i> monkey brains (considered to be an aphrodisiac by the Chinese). – <i>minyak</i> smart, clever. – <i>miring</i> crazy. – <i>pelaku</i>/<i>perbuatan</i> instigator, brains behind s.t. – <i>telur</i> silly, foolish. – <i>udang</i> a) stupid, foolish. b) a tree species, <i>Norrisia</i> <i>malaccensis</i>. <bi>berotak</bi> <bi>udang</bi> very stupid.<br><p-l>berotak </p-l>brainy, clever, bright. ~ <i>terang</i> intelligent. <i>tidak</i> ~ stu- pid. ~ <i>tajam</i> clever, intelligent.<br><p-l>mengotaki </p-l>to mastermind, be the brains behind. <i>Uang</i> <i>PT</i> <i>KS</i> <i>dirampas</i> <i>pengawalnya</i>, <i>diotaki</i> <i>bekas</i> <i>pegawainya</i>. The money of KS, Inc. was stolen by their guard, masterminded by their former employee. <i>Komplotan</i> <i>pemeras</i> <i>atas</i> <i>pelajar</i> <i>diotaki</i> <i>ma</i>- <i>hasiswa</i>. A college student was the brains behind the conspiracy to extort (money) from high-school students.<br><p-l>otak-<b>otakan</b></p-l> <br><p-l>1 </p-l>bragging, boasting. <br><p-l>2 </p-l>braggart, boaster. <br><p-l>3 </p-l>to brag, boast.<br><p-l>4 </p-l><p-n>J</p-n> show-off, s.o. who likes to do daring and dangerous things.<br><p-l>pengotakan </p-l>cerebralization.
otak-atik	<p-n>J</p-n> <br><p-l>mengotak-<b>atik</b> </p-l>to putter around, busy/occupy o.s. in a leisurely/casual/ineffective manner, tinker; to try to get s.t. loose, etc.
otak-otak I	dish made from fish, prawns, etc. mixed with spices, wrapped in coconut leaves and roasted.
otak-otak II	a decorative plant, pigtail tree, <i>Desmodium</i> <i>pulchellum</i>.
otar	<p-n>ob</p-n> small round metal shield.
otarki	 → AUTARKI.
OTB	 → ORGANISASI <i>tanpa</i> <i>bentuk</i>.
otda	[otonomi daérah] regional autonomy.
othak-athik gathuk	<p-n>Jv</p-n> to fiddle around with s.t. until you make it fit/work.
oto I	automobile, car. – <i>balap</i> racing car. – <i>gandéngan</i> car and trailer.\n– <i>gerobak</i> <p-n>infr</p-n> truck; → TRUK I. – <i>pengangkut</i> <i>orang</i> <i>sakit</i> am- bulance; → AMBULAN(S).<br><p-l>beroto</p-l> <br><p-l>1 </p-l>to drive a car. <br><p-l>2 </p-l>to ride in a car, by car.
oto II	(<i>C</i> <i>Jv</i>) protective cloth placed on a baby’s chest for warmth.
oto-	<i></i> (in many modern compounds) auto-, self-; → AUTO-, SWA-.
oto-oto	(child’s) bib.
otoaktivitas	<p-n>D</p-n> autoactivity.
otobiografi	 → AUTOBIOGRAFI.
otobis	<p-n>D</p-n> (city) bus.
otodidak	<p-n>D</p-n> autodidact, self-taught person.
otog-otog	(<i>Jv</i> ) toy noisemaker made of bamboo, string, and a piece of tin can.
otogén	<p-n>D</p-n> autogenous.
otoklaf	<p-n>D</p-n> autoclave.
otokrasi	<p-n>D</p-n> autocracy.
otokratik	<p-n>E</p-n> and
otokratis	<p-n>D</p-n> autocratic.
otokratisme	<p-n>E</p-n> autocratism.
otokritik	<p-n>D</p-n> self-criticism.
otolét	<p-n>D</p-n> → OP(E)LÉT.
Otoman	<p-n>D</p-n> Ottoman; → USMANI(YAH).
otomasi	<p-n>E</p-n> automation.
otomat	<p-n>D</p-n> automatic. <i>télepon</i> – automatic telephone. – <i>minuman</i>\n　vending machine for beverages. <br><p-l>mengotomatkan </p-l>to automatize. <br><p-l>keotomatan </p-l>automatism. <br><p-l>pengotomasian </p-l>automating.
otomatik	<p-n>E</p-n> and
otomatis	<p-n>D</p-n> automatic(ally). <i>senapan</i> – auto- matic weapon.
otomatisasi	<p-n>E</p-n> automation.\n　<br><p-l>mengotomatisasikan </p-l>to automatize.
otomatisitas	automatism.
otomatisme	<p-n>D</p-n> automatism.
otomobil	<p-n>D</p-n> automobile.
otomotif	<p-n>E</p-n> automotive. <i>dunia</i>/<i>industri</i> – automotive world/in- dustry.
oton	<p-n>Bal</p-n> 210 days. <i>pada</i> <i>usia</i> <i>tepat</i> <i>tiga</i> – <i>atau</i> <i>3x210</i> <i>hari</i> (<i>ham</i>- <i>pir</i> <i>dua</i> <i>tahun</i>) at the age of almost two years.<br><p-l>otonan </p-l>birthday.
otong	<p-n>sl</p-n> penis.
otonom	<p-n>D</p-n> autonomous; → SWATANTRA. <i>daérah</i>/<i>pemerintah</i> – au- tonomous area/government.<br><p-l>keotonoman </p-l>autonomy.
otonomi	<p-n>D</p-n> autonomy. – <i>daérah</i> [otda] regional autonomy.<br><p-l>berotonomi </p-l>to have autonomy, be autonomous, with autono- mous power(s).<br><p-l>keotonomian </p-l>autonomy.
otonomisasi	granting of autonomy. – <i>rumah</i> <i>sakit</i> granting auton- omy to a hospital.
otopsi	 → AUTOPSI.
otopét	<p-n>D</p-n> scooter.
otorisasi	<p-n>D</p-n> authorization. <i>alat</i> – <i>kartu</i> <i>krédit</i> credit-card authori- zation machine.<br><p-l>mengotorisasikan </p-l>to authorize.<br><p-l>pengotorisasian </p-l>authorizing.
otorisator	<p-n>mil</p-n> official with the right to issue authorizations.
otorisir	<p-n>D</p-n> <br><p-l>mengotorisir </p-l>to authorize.
otorita(s)	<p-n>D</p-n> authority. – <i>sementara</i> <i>empat</i> <i>kelompok</i> quadripar- tite interim authority.
otoritér	<p-n>D</p-n> <br><p-l>1 </p-l>authoritarian (regime/state, etc.). <br><p-l>2 </p-l>authoritative (air/manner/tone).
otoritérisme	<p-n>E</p-n> authoritarianism, authoritarian system.
otoritét	<p-n>D</p-n> authority.
otoséntralitas	<p-n>E</p-n> autocentricity.
otot	(<i>J</i>/<i>Jv</i>) <br><p-l>1 </p-l>muscle. <i>besar</i> – muscle size. <i>daya</i> <i>tahan</i> – muscle en- durance. <i>kekencangan</i> – muscle tone. <i>kekuatan</i> – muscle strength. <i>ketidakseimbangan</i> – muscle imbalance. <br><p-l>2 </p-l>tendon, sinew. <br><p-l>3 </p-l><p-n>sl</p-n> penis. – <i>bokong</i> gluteus muscle. – <i>dada</i> pectoral muscle. – <i>dubur</i> anal sphincter. – <i>halus</i> smooth muscle. – <i>kawat</i> <i>balung</i> <i>wesi</i> <p-n>Jv</p-n> and – <i>kawat</i> <i>tulang</i> <i>besi</i> as strong as steel, as hard as nails. – <i>kulit</i> cutaneous muscle. – <i>kedang</i> extensor mus- cle. – <i>kunyah</i> masticatory muscle. – <i>lingkar</i> sphincter. – <i>lurik</i> striated muscle. – <i>perut</i> abdominal muscle.<br><p-l>berotot </p-l>muscular, sinewy, brawny.<br><p-l>mengotot</p-l> <br><p-l>1 </p-l>to talk so loudly that the muscles stand out in one’s\nneck. <br><p-l>2 </p-l>to persist. <br><p-l>3 </p-l>persevering, tenacious. <br><p-l>4 </p-l>to be obstinate/ adamant/stubborn.<br><p-l>ngotot </p-l><p-n>coq</p-n> <br><p-l>1 </p-l>to exert o.s. <br><p-l>2 </p-l>to be stubborn/obstinate. ~ <i>lawan</i> ~ to want to have the last word. ~.~ to have an argument/dispute with e.o. <br><p-l>kengototan </p-l>obstinacy, stubbornness.<br><p-l>otot-<b>ototan</b></p-l> <br><p-l>1 </p-l>musclebound. <br><p-l>2 </p-l>strong-arm. <br><p-l>3 </p-l>to have a fistfight.<br><p-l>ngotot-<b>ngototan</b> </p-l>to have a dispute/fight.
otréh	(<i>BG</i> <i>E</i>) good, OK.
otsus	[otonomi khusus] special autonomy.
OTTL	<p-n>init</p-n> → ORGANISASI <i>tanpa</i> <i>tujuan</i> <i>laba</i>.
oté	 → OT I.
oté-oté	k.o. filled fritter.
oték I	a marine fish species, <i>Arius</i>/<i>Tachysurus</i> <i>utik</i>.
oték II	<p-n>Jv</p-n> and <br><p-l>otél </p-l><p-n>J</p-n> loose, almost falling out (of teeth).
oték III	<p-n>Jv</p-n> grain, millet.
oténg	<p-n>J</p-n> to be averse/unwilling (to); → OGAH I.<br><p-l>oténg-<b>oténg</b> </p-l><p-n>J</p-n> ladybird (beetle), a small, yellow insect often found in bottle gourds.
oténsitas	<p-n>D</p-n> authenticity.
oténtik	(<i>D</i>/<i>E</i>) authentic.\n　<br><p-l>keoténtikan </p-l>authenticity.
oténtikasi	<p-n>E</p-n> authentication.
out	<p-n>E</p-n> /awt/ (thrown) out, left, quit; → AUT II, KELUAR. <i>Saya</i> – <i>dari</i> <i>partai</i> <i>itu</i>. I left the party.
outlét	<p-n>E</p-n> /awt-/ outlet.
output	<p-n>E</p-n> /awt-/ output.
