#no sort
EST 7:1	<p-n>@Esita 7:1</p-n>	Aboobo mwami antomwe a Hamani bakayinka kupobwe antomwe a Esita namalelo. 
EST 7:2	<p-n>@Esita 7:2</p-n>	Muli eli zuba lyachibili, chindi nibakali kupegwa wayini, mwami wakambila Esita kuti, ''Ninzi nchokumbila, Namalelo Esita? Chiyopegwa kuli nduwe. Niinzi chikumbilo chako? Mane kuyosika kuchibela chabwami, alimwi chiyopegwa.''
EST 7:3	<p-n>@Esita 7:3</p-n>	Mpawo Namalelo Esita wakasandula, ''Na nkijene choolwe kumenso aako, mwami, alimwi kuti kachikubotezya, leka buumi bwangu bupegwe kuli ndime - eechi nchechikumbilo changu, alimwi ndakumbila obu lubo kubantu bangu. 
EST 7:4	<p-n>@Esita 7:4</p-n>	Akambo twakawuzigwa, imebo abantu bangu, kuti tunyonyoonwe, kujayigwa, tukafwidilizye. Nansyo twakatolwa mubuzike luzutu, mbuli balumi abanakazi bazike, ndalikuno wumuna biyo, kupenzegwa kuli boobu nkasimpe takwepe mpokukonzya kubisizya mwami.'' 
EST 7:5	<p-n>@Esita 7:5</p-n>	Mpawo mwami Ahazwelasi wakambila Esita namalelo kuti, ''Ngwani oyoo? Ulikuli muntu oyu nkwajanika wazuzya moyo wakwe akuchita zintu zili boobo?''
EST 7:6	<p-n>@Esita 7:6</p-n>	Esita wakati, ''Ngusikambooma, uulya sinkondoma, nguyoyu mubi Hamani!'' Mpawo Hamani wakayowa kunembo lya mwami a namalelo. 
EST 7:7	<p-n>@Esita 7:7</p-n>	Mwami wakanyampuka chabukali kuzwa kukunywa wayini apobwe akulya muchilili chang'anda, pesi Hamani wakachala kalokukombelezya buumi bwakwe kuli Namalelo Esita. Wakabona kuti lunyonyooko lwayeyelwa kuli nguwe a mwami.
EST 7:8	<p-n>@Esita 7:8</p-n>	Mpawo mwami wakaboola kuzwa kuchilili chang'anda wanjila mung'anda mulyakabede pobwe, wayini mwakabede. Hamani wakali wawida achuuno cha Esita mpakakkede. Mwami wakamba kuti, ''Ngaula wuma namalelo nkendiwo mung'anda yangu?'' Chakufwambana mbuwakamvwigwa mulandu kuzwa kumulomo wamwami, babelesi bakavumba busyu bwa Hamani.
EST 7:9	<p-n>@Esita 7:9</p-n>	Mpawo Habbona, umwi wabasing'anda oyo walikubelekela mwami, wakati, ''Nkochili chanzikilo kung'anda kuli Hamani bulamfu bwacho madumpwa kkumi chakabambilidwe Modekkayi, oyo wakamangala kuti akwabilile mwami. Mwami wakamba kuti, ''Mukamwanzike alinchicho.'' 
EST 7:10	<p-n>@Esita 7:10</p-n>	Elyo bakamwanzika Hamani a pulanga ndyakabambilide Modkkayi. Mpawo bukali bwa mwami bwakamana.
EST 8:1	<p-n>@Esita 8:1</p-n>	Mubuzuba obo Mwami Ahazwelasi wakapa namalelo Esita lubono lwa Hamani, sinkondonyina wama Juda, alimwi Modekkayi wakatalika kubelekela mwami, nkambo Esita wakamwambila kuti wakali nzubowakwe. 
EST 8:2	<p-n>@Esita 8:2</p-n>	Mwami wakagwisya nwenwe ilachidindo, eyo njakabweza kuli Hamani, akwiipa Modakkeyi. Esita wakabikka Modekkayi kuti ayendelezye lubono lwa Hamani.
EST 8:3	<p-n>@Esita 8:3</p-n>	Mpawo Esita wakambuula a mwami lubo. Wakavundamika busyu bwakwe alubuwa akukwila kamukombelezya kuti amaninsye mabambe mabi ngakabambide Hamani mu Agagiti, kuchiyungo echo nchakalayilila chakunyonyongania ba Juda. 
EST 8:4	<p-n>@Esita 8:4</p-n>	Mpawo mwami wakatambikizya Esita kafunko kangolida, wakanyampuka akwiima kunembo lya mwami.
EST 8:5	<p-n>@Esita 8:5</p-n>	Waamba kuti, ''Ikuti kazibotezya mwami,akuti kandijene choolwe mumenso akwee, na kachilangika kuti chililuzi kunembo lya mwami, akuti kandikonda kumenso akwe, alembwe malembe akusandamuna lugwalo lwakalembwa a Hamani mwana mulombe wa Hamedata mu Agagiti, magwalo ngakalemba kukunyonyoona ba Juda abo boonse bakali muchisi cha mwami. 
EST 8:6	<p-n>@Esita 8:6</p-n>	Nkambo inga ndilawumuna buti nkibona lunyoonyoko kaluwida bantu bangu? Inga ndilawumuna buti nkindokubona lunyonyoko kunzubo zyangu?''
EST 8:7	<p-n>@Esita 8:7</p-n>	Mwami Ahazwelasi wakambila Namalelo Esita a Modekkayi mu Juda, ''Langa, ndapa Esita ng'anda ya Hamani, alimwi bamwanzika epulanga lyachanzikilo, nkambo nkambo wakali kuyanda kulwanisya ma Juda. 
EST 8:8	<p-n>@Esita 8:8</p-n>	Lemba ambi malayilile kuma Juda muzina lya mwami alimwi mudinde anweenwe yamwami. Kumalayilile alya akalembedwe kale muzina lyamwami alimwi mudinde anwenwe yamwami itakonzyi kusandulwa.''
EST 8:9	<p-n>@Esita 8:9</p-n>	Mpawo balembi bamwami bakayita kuli cheecho chindi, mumwezi watatu, ngomwezi utegwa Sivani, mubuzuba lyamakkumi abili amazuba atatu mumwezi. Malayilile akalembwa ngakalayilila Modekkayi bwendelezi bwendelene ama Juda. Akalembwa kubendelezi bazisi, baleli ababambi bang'anda zyazisi ezyo zyakayakidwe kuzwa ku Indiya kusika ku Kkushi, 127 zisi, kuzisi bakalembelwa mubulembo bwabo, akubantu boonse kumilaka yabo, akuba Juda mubulembo bwabo amwambo wabo.
EST 8:10	<p-n>@Esita 8:10</p-n>	Modekkayi wakalemba muzina lya Mwami Ahazwelasi akudinda anweenwe ilachidindo chamwami. Wakatumina lugwalo kubatumwa bagede mabbiza, ankondo ngakali kubelesya mwami, mabbiza akazyedwe mukkuti lya mwami. 
EST 8:11	<p-n>@Esita 8:11</p-n>	Mwami wakapa ba Juda bakali mumadolopo woonse kuti babungane antomwe akulivuna mawumi aabo: kulunyonyooko, kujaya, akumwaya basilumamba kufumbwa kuli muntu nikuba zisi ezyo zinga zila balwisya, bana abanakazi abalabo, nikuba kusaala mbono zyabo. 
EST 8:12	<p-n>@Esita 8:12</p-n>	Ezi nzizyakeelede kuzuzikizigwa muzisi zya Mwami Ahazwelasi, muzuba lyakkumi mwatatu lyamwezi wakkumi ayibili, ngomwezi utegwa Ada.
EST 8:13	<p-n>@Esita 8:13</p-n>	Majwi akulayilila ayelede akutondezya antanganana kubantu boonse. Ba Juda bakelede kuli bambila eelyo zuba kuti babwedezye basinkondonyina. 
EST 8:14	<p-n>@Esita 8:14</p-n>	Eelyo basimposo bakagada mabbiza a mwami ayo ngakali kubelesya mwami mumilimu yakwe mwami. Bakayinka chakufwambana. Kulayilila kwamwami kwakaambwa mu Susa mumunzi wa mwami.
EST 8:15	<p-n>@Esita 8:15</p-n>	Mpawo Modekkayi wakazwa kunembo lyamwami kazwete zikobela zyabwami zyasyamuteme, azituba antomwe amusyini mupati wangolida azikobela zyadowa lyankusu lyamalembo aluleme aboobo dolopo lya Susa lyakoompolola  akubotelwa. 
EST 8:16	<p-n>@Esita 8:16</p-n>	Ba Juda bakaba amuumuni akubotelwa, alukondo abulemu. 
EST 8:17	<p-n>@Esita 8:17</p-n>	Muzisi zyoonse amumadolopo woonse, konse konse ijwi lya mwami amalayilile akwe woonse akasika, kwakaba kukondwa akubotelwa akati kaba Juda, apobwe azuba lyalwangunuko. Bayingi kuzwa kumisyobo myiingi yabantu bamunyika bakaba ba Juda, nkambo kuyowegwa kwakali kwabawida lwabo.
EST 9:1	<p-n>@Esita 9:1</p-n>	Lino mumwezi wakkumi ayibili, ngumwezi utegwa Ada, muzuba lyamakkumi atatu, eelyo mulawu wamwami amalayilile nakelede kuchitwa, muzuba basinkondonyina aba Juda nibakali kuyeyela kubazunda, zyakababolela. Ba Juda bakazunda boonse bakabasulide. 
EST 9:2	<p-n>@Esita 9:2</p-n>	Ba Juda bakabungana muma dolopo abo akwindilila kuzisi zyamwami Ahazwelasi, kuti batanmdabike maboko kuli baabo bakeezya kweeta lunyonyooko kuli mbabo. Tawope ukonzya kwiminana abo, nkambo kyosya kwabo kwakawida atala abantu bonse.
EST 9:3	<p-n>@Esita 9:3</p-n>	Boonse basilutwe bazisi, abendelezi bazisi, abaleli, ababo bakajisi milimo yamwami, bakagwasya ba Juda nkambo kuyowegwa kwa Modekkayi kwakabawida. 
EST 9:4	<p-n>@Esita 9:4</p-n>	Nkambo Modekkayi wakali mupati mung'anda ya mwami, akuzibinkana kwakwe kwakendelela muzisi zyoonse, nkambo mwalumi Modekkayi wakali waba mupati. 
EST 9:5	<p-n>@Esita 9:5</p-n>	Aboobo ba Juda bakalwana aba sinkondonyina, akuchita mbubayanda kuli mbabo bakabasulide.
EST 9:6	<p-n>@Esita 9:6</p-n>	Mukuli simya kwamu Susa kwalo kwaba Juda bakajaya bantu bali myaanda ilimusanu. 
EST 9:7	<p-n>@Esita 9:7</p-n>	Bakajaya Pasyadata, Dalufoni, Asipata, 
EST 9:8	<p-n>@Esita 9:8</p-n>	Polata, Adaliya, Alidata, 
EST 9:9	<p-n>@Esita 9:9</p-n>	Pamasita, Alisayi, Alidayi, Valizata, 
EST 9:10	<p-n>@Esita 9:10</p-n>	alimwi akkumi lyabana balombe ba Hamani ma=wana mulombe wa Hamedata, sinkondonyina waba Juda. Pesi takwepe nchibakatola anguzu pe.
EST 9:11	<p-n>@Esita 9:11</p-n>	Eelyo zuba mweelwe wabakajayigwa mukulwana kwamu Susa, kwakaambwa kumwami. 
EST 9:12	<p-n>@Esita 9:12</p-n>	Mwami wakambila Esita namalelo, ''Ba Juda bakajaya myaanda musanu mukulwana kwamu Susa kubikkilizya antomwe abana balombe balikkumi ba Hamani. Niinzi alimwi nchomuyanda? Myozipegwa. Niinzi nchokumbila? Uyochipegwa.''
EST 9:13	<p-n>@Esita 9:13</p-n>	Esita wakati, ''Kuti kachimubotela lubo mwami , leka ba Juda bali mu Susa bazumizigwe malayilile achitwa sunu achitwe junza alimwi mibili yabana ba Hamani balombe balikkumi bakanzikwe achanzikilo.'' 
EST 9:14	<p-n>@Esita 9:14</p-n>	Elyo mwami wakalayilila kuti echi chichitwe. Malayilile akachitwa mu Susa, alimwi bakaanzika bana balombe balikkumi ba Hamani.
EST 9:15	<p-n>@Esita 9:15</p-n>	Elyo ba Juda bakali mu Susa bakabungana antomwe muzuba lyakkumi aane lyamwezi wa Ada, akujaya bantu balimyanda yotatwe lubo mu Susa, pesi tebaka tandabika maboko pe kukusala imbono. 
EST 9:16	<p-n>@Esita 9:16</p-n>	Bamwi ba Juda bakali muchisi chamwami bakabungania kuti bakwabilile mawumi aabo, alimwi bakabwedezya basinkondonyina akujaya zyuulu zyakali makkumi osanwe mwabili amusanu wababo bakabasulide, pesi tebakatandabika maboko pe kumbono zyababo mbibakajaya.
EST 9:17	<p-n>@Esita 9:17</p-n>	Ezi zyakachitika mubuzuba bwamakkumi otatwe mumwezi wa Ada. Amubuzuba bwakkumi mwane bakalyokezya kabachita buzuba obo kuba bwakupobola akukondwa. 
EST 9:18	<p-n>@Esita 9:18</p-n>	Pesi ba Juda bakali mu Susa bakabungana antomwe muli bwakkumi mwatatu amuli bwekkumi aane. Muzuba lyakkumi amusanu bakalyokwezya akuchitila zuba lyapobwe akubotelwa. 
EST 9:19	<p-n>@Esita 9:19</p-n>	Nkinkakako ba Juda bamutunzi, bakayaka myunzi yabo mudolopo tuli mumyunzi, bakachiyta izuba lyakkumi aane lyamwezi wa Ada mbuli izuba lyakukondwa akupobola, azuba elyo ndibatumizyania zipo zyakulya kuli umwi awumwi.
EST 9:20	<p-n>@Esita 9:20</p-n>	Modekkayi wakalemba ansi zintu ezi akutumizya lugwalo kuba Juda boonse bakali muzisi zyoonse zyamwami Ahazwelasi, antomwe afwifwi akule, 
EST 9:21	<p-n>@Esita 9:21</p-n>	Kubalaya kuti kababamba zuba lyakkumi aane alya kkumi amusanu zuba lyamwezi wa Ada munyaka amunyaka. 
EST 9:22	<p-n>@Esita 9:22</p-n>	Aya ngemazuba ba Juda nibakafutuka kuli basinkondonyina, amwezi elyo kuusa nikwakasanduka kuba kubotelwa akukwila akunjila muzuba lyakusekelela. Bakali kwachita mazuba akupobola akukondwa, akutumizyania zipo zyazilyo kuli umwi awumwi, azipo kubachete.
EST 9:23	<p-n>@Esita 9:23</p-n>	Elyo  ba Juda bakinkilila anembo kuli nzibakatalika kukuchita, ezyo Modekkayi nzyakabalembela. 
EST 9:24	<p-n>@Esita 9:24</p-n>	Kuli echo chindi Hamani mwana mulombe wa Hamadeta mu Agagiti, sinkondonyina waba Juda boonse, wakabambide kunyonyoona ba Juda, alimwi wakawala Puli ( kwamba kuti, wakawala nkakata), kuti abapenzye akubanyonyoona. 
EST 9:25	<p-n>@Esita 9:25</p-n>	Pesi elyo makani nakasika kunembo amwami, wakalayilila alugwalo kuti mabambe mabi Hamani ngakali wazwidilizya akulwania ba Juda ayelede abole atala amutwe wakwe, alimwi lwakwe abana bakwe balombe belede kwanzikwa achanzikilo chamapulanga.
EST 9:26	<p-n>@Esita 9:26</p-n>	Aboobo bakanzika mazuba ayo kuti pulimu, kusule azina lyapuli. Nkambo kakuti zyoonse zyakalembedwe mulugwalo olu, azyonse ezyo nzibakabona azezyo zyakabachitikila, 
EST 9:27	<p-n>@Esita 9:27</p-n>	ba Juda bakazimina chiyanza chenzu akuchichita. Chiyanza chinoli chabo beni, alunyungu lwabo, ababo bakaswanana abo. Kuyoba kuti kabasekelela aya mazuba munyaka amunyaka. 
EST 9:28	<p-n>@Esita 9:28</p-n>	Aya mazuba akelede kuyeyegwa akusekelela mumazyalani wonse, zyoonse mpuli, a pulimu takelede kukachila pe. Kuzwa akkati kama Juda, alimwi luyeeyo lwangawo lutakamani kulunyungu, mpuli imwi ayimwi, zisi zyoonse, alimwi dolopo adolopo. Aba ba Juda antomwe abalunyungu lwabo tabelede kuyoleka kutobelezya chakusyomekana kuyeya mazuba aya a Pulimu, kuchitila kuti batakalubi.
EST 9:29	<p-n>@Esita 9:29</p-n>	Namalelo Esita mwana musimbi Abbihayili a Modekkayi mu Juda wakalemba anguzu zyabwami kayimika lugwalo olu lwabili lwa pulimu.
EST 9:30	<p-n>@Esita 9:30</p-n>	Lugwalo lwakatumizigwa kuba Juda boonse muzisi zili mwaanda amakkumi obile alamusanu azibili zyamuzisi zyabwami, kayeyela majwi aalumuno akasimpe. 
EST 9:31	<p-n>@Esita 9:31</p-n>	Aya magwalo akali kwamba mazuba a pulimu muzyiindi zyawo zitondekedwe mbuli Modekkayi mu Juda a Namalelo Esita mbwakasungilizya ma Juda. Ba Juda bakazumina kusungilizigwa kwabo alunyungu lwabo, aboobo bakazuminana zyiindi zyakulyiimya kulya akuusa. 
EST 9:32	<p-n>@Esita 9:32</p-n>	Malayilile a Esita atondezya milawu iyendelana Aa pulimu, alimwi akalembwa mumabbuku.
EST 10:1	<p-n>@Esita 10:1</p-n>	Mwami Ahazwelasi wakabikka mulawu wakutelesya munyika alimwi amutusuwa twamulwizi. 
EST 10:2	<p-n>@Esita 10:2</p-n>	Konse kuzwidilila kwanguzu zyakwe abupati, antomwe abupanduluzi buzwide bwabupati bwabwendelezi bwa Modekkayi oko mwami nkwakamusumpwida, zililembedwe mubbuku lyamakani abaami baku Mediya aku Peziya.
EST 10:3	<p-n>@Esita 10:3</p-n>	Modekkayi mu Juda wakali wachibili kuzyuno zyabwami bwa Ahazwelasi. Wakali mupati akkati kaba Juda akuyandwa loko kubakkulana bakwe biingi ba Juda, nkambo buponi bwabantu bakwe akwambula lumuno lwabantu bakwe boonse.
JOB 1:1	<p-n>@Jobbu 1:1</p-n>	Kwaakali mwaalumi munyika ya uzi wakalikutegwa Jobbu : alimwi Jobbu taakali achibi pe wakali luleme , umwi ooyo wakali kuyowa Leza wakasanduka kuzwa kububi. 
JOB 1:2	<p-n>@Jobbu 1:2</p-n>	Kwakali zyedwe kuli nguwe baana balombe bali musanu ababili abasimbi batatu. 
JOB 1:3	<p-n>@Jobbu 1:3</p-n>	Wakali ambelele zyuuli zili musanu azibili, zyuulu zitatu zyambongolo,zipani myaanda musanu zyabasune, amadonki myaanda musanu alimwi abalanda bapati biingi. Wakali mwalumi mupati loko kubantu boonse bakujwe.
JOB 1:4	<p-n>@Jobbu 1:4</p-n>	Kuzuba alimwi lyakutumwa kwamwana mulombe, wakali kubapa pobwe mung'anda yakwe. Bakali kutumwa akwita bachizi batatu kuti bazolye akunywa kulimbabo. 
JOB 1:5	<p-n>@Jobbu 1:5</p-n>	Mazuba apobwe nakamana, Jobbu wakali kubatumizya akubasalazya. Wakali kubuka kuseni loko akupa chipayizyo chuumpidwe chamusanu awumwi chamwana wakwe nkaambo wakali kwamba kuti,''Chilakonzya kuti nchiimwi chiindi baana bangu babisya akutukila Leza mumyooyo yabo,'Jobbu wakali kuchita eezi chiindi choonse.
JOB 1:6	<p-n>@Jobbu 1:6</p-n>	Mpawo lyakali izuba eelyo bana baLeza bakaza kukulitula beni kunembo lyaJehova. Satan alakwe wakeza ambabo. 
JOB 1:7	<p-n>@Jobbu 1:7</p-n>	Jehova wakati kuli satan,'Nkukuli ooku nkuwazwida?' Mpawo satan wakasandula Jehova akwamba kuti,'Ndazwa akwendenda anyika,kuza akubweda musule akunembo aalinjiyo.'' 
JOB 1:8	<p-n>@Jobbu 1:8</p-n>	Jehova wakati kuli satan, wamulaanga na Jobbu mulanda wangu? Nkaambo takwe pe uuli mbuli nguwe anyika,utakwe chibi alimwi mwaalumi ululeme,uumwi ooyo uyowa Leza alimwi usandukide kuzwa kububi.''
JOB 1:9	<p-n>@Jobbu 1:9</p-n>	Mpawo satani wakasandula Jehova akwaamba kuti,''Ulamuyowa na Jobbu Leza kuti kaatakwe kaambo? 
JOB 1:10	<p-n>@Jobbu 1:10</p-n>	Taakwe nwaamubikkila chikachizyo na chimuzyungulukide ng'anda yakwe, achizyungulukide zyoonse eezyo zyakwe kuzwida kumabbazu  woonse? Wakalongezya milimu yamaanza aakwe ,alimwi zivubwa zyakwe zyakazuzya inyika yoonse. 
JOB 1:11	<p-n>@Jobbu 1:11</p-n>	Lino tandabika jaanza lyako ugume zyoonse nzyaali aazyo, alimwi ubone naa takwe natakutukile kumeso aako.'' 
JOB 1:12	<p-n>@Jobbu 1:12</p-n>	Jehova wakati kuli satani,''Boona zyoonse eezyo nzyali aazyo zili mujaanza lyako.Alinguwe mwini tatandabiki pe jaanza lyako aalinguwe,'''Mpawo satani wakeenda wazwa kuzwa kubuliwo bwaJehova.
JOB 1:13	<p-n>@Jobbu 1:13</p-n>	Chakasika chiindi muli limwi zuba, baana bakwe balombe abasimbi bakali kulya akunywa wayini mung'anda yamukulana wabo mupati. 
JOB 1:14	<p-n>@Jobbu 1:14</p-n>	Mutumwa wakasika kuli Jobbu akwamba kuti,''Basune bali kulima alimwi madonki ali kuchela kumbali lyabo. 
JOB 1:15	<p-n>@Jobbu 1:15</p-n>	Mpawo basebbiya bakawida alimbabo alimwi akubatola kuule. Mbuuli kubalanda bakabawumya aambali lyapanga. Ime andikke ndime nindachala kuti nkubuzye.''
JOB 1:16	<p-n>@Jobbu 1:16</p-n>	Naakachili kwambula umwi wakasika lubo akwamba kuti,''Mulilo waJehova waawa kuzwa kumajulu akuumpa imbeelele abalanda.Ime andikke ndime nindachaala kuti nkubuzye. 
JOB 1:17	<p-n>@Jobbu 1:17</p-n>	Naakachili kwambula, umwi wakasika lubo akwaamba kuti,''Bachalidiya bakabaamba inkamu zitatu, balwisya mbongolo alimwi bazitola kuule.Mbuli kubalanda,babaawumya aambali lyapanga.Imebo andikke ndime ndachala kuti nkubuzye.''
JOB 1:18	<p-n>@Jobbu 1:18</p-n>	Naakachili kwaambula mpawo uumbi wakasika lubo akwaamba kuti,''Baana bako balombe abasimbi balikulya akunywa wayini mung'anda yamukulana wabo mupati.  
JOB 1:19	<p-n>@Jobbu 1:19</p-n>	Luuwo luulanguzu lwakasika kuzwa kunkanda akuuma zyooko zine zyang'anda. Yakawida abantu baniini,alimwi bakafwa. Ime ndime andikke nindachaala kuti nkubuzye.''
JOB 1:20	<p-n>@Jobbu 1:20</p-n>	Mpawo  Jobbu wakabuka wadeluula chikobeela chakwe wapaala mutwe wakwe, walaala busyu bakwe kabulangide aansi, alimwi kalokukomba Leza.  
JOB 1:21	<p-n>@Jobbu 1:21</p-n>	Wakati, ''Ndakaali meeya eelyo nindakazwa aanze  kuzwa mwinda lyabaama, alimwi ndiyooba meeya ndayobweda nkuko. Nguwe nguJehova wakapa, alimwi nguJehova unyanzya .Izina lyaJehova ngalilongezegwe, 
JOB 1:22	<p-n>@Jobbu 1:22</p-n>	''Muuli zyoonse nkani eezi Jobbu taakwe nakabisya pe nikuba kutukila Leza akupa Leza mulandu.
JOB 2:1	<p-n>@Jobbu 2:1</p-n>	Mpawo lyakali zuba elyo bana balombe ba Leza nibakeza kuzolibonia kuli Jehova. Satani alakwe wakeza kuzolibonia kunembo lya Jehova. 
JOB 2:2	<p-n>@Jobbu 2:2</p-n>	Jehova wakati kuli Satani, ''Wazwida kuli webo?'' Mpawo Satani wakasandula Jehova akuti, ''Ndazwa kukwendeenda anyika, kuzwa kukwenda musule akunembo alinjiyo
JOB 2:3	<p-n>@Jobbu 2:3</p-n>	Jehova wakati kuli Satani, ''Wamubona na mulanda wangu Jobbu? Nkambo takukwe umwi ulimbuli nguwe anyika, mwalumi utakwe kampenda ululeme, umwi uyoowa Leza akuchija chibi. Uchendelela kukujatilila kusyomeka kwakwe, nikuba kuti wakandileesya kulwisyania anguwe, kukumunyonyoona katakwe kaambo.''
JOB 2:4	<p-n>@Jobbu 2:4</p-n>	Satani wakasandula Jehova akuti, 'Lukanda kulukanda, nchobeni; muntu ulakupa zyonse nzyalazyo akambo kabuumi bwakwe. 
JOB 2:5	<p-n>@Jobbu 2:5</p-n>	Pesi tandabika janza lyako lino akuguma mafuwa akwe anyama yakwe, alimwi bona naa takutukili kubusyu bwako.'' 
JOB 2:6	<p-n>@Jobbu 2:6</p-n>	Jehova wakati kuli Satani, ''Bona, ulimujanza lyako; mbuumi bwakwe luzutu mbutelede kuguma.''
JOB 2:7	<p-n>@Jobbu 2:7</p-n>	Mpawo Satani wakazwa kunembo lya Jehova. Wakawuma Jobbu azilonda zyuumpa zyuma loko kuzwa kundyato zyamawulu akwe kusika kumutwe wakwe. 
JOB 2:8	<p-n>@Jobbu 2:8</p-n>	Jobbu wakabweza chimpanzi chalukaye kulikwazya anchicho, alimwi wakakkala aansi akati kadyota.
JOB 2:9	<p-n>@Jobbu 2:9</p-n>	Mpawo mwanakazi wakwe wakati kulinguwe, ''Uchijatilide na kulusyomo lwako? Tukila Leza alimwi ufwe.'' 
JOB 2:10	<p-n>@Jobbu 2:10</p-n>	Pesi mbuli mwanakazi mufubafuba mbwaambula. Tukatambule zibotu kuzwa kuli Leza akutatambula zibi na?'' Mumakani woonse aya, Jobbu takabisya amulomo wakwe.
JOB 2:11	<p-n>@Jobbu 2:11</p-n>	Lino elyo benzinyina a Jobbu batatu nibakamvwa aabubi bonse obu bwakali bwawida alinguwe, awumwi wabo wakeza kuzwa kubusena bwakwe: Elifazi mu Temani, Bbilidadi mu Suhiti, a Zofa mu Namatiti. Bakabamba chiindi chakuza kuzolila anguwe akumuumbulizya.
JOB 2:12	<p-n>@Jobbu 2:12</p-n>	Eelyo menso abo kulaale, tebaka muziba pe. Bakanyampula majwi abo akukwila; awumwi wakadelula zyakusama zyakwe akulundumuna lusuko momooya aatala lyamutwe wakwe mwini. 
JOB 2:13	<p-n>@Jobbu 2:13</p-n>	Mpawo bakakkala anguwe aansi kwamazuba alimusanu aabili amansiku ali musanu aabili. Takukwe omwe wakamba jwi kuli nguwe, nkambo bakabona kuti machise akwe akali mapati.
JOB 3:1	<p-n>@Jobbu 3:1</p-n>	Musule azeezi, Jobo wakasamuna mulomo wakwe akutukila zuba ndyakazyalwa. 
JOB 3:2	<p-n>@Jobbu 3:2</p-n>	Wakati, 
JOB 3:3	<p-n>@Jobbu 3:3</p-n>	''Buzuba mbundakazyalwa ngabufwidilile, mansiku ayo aakati, 'Mulombe watumbukwa.'
JOB 3:4	<p-n>@Jobbu 3:4</p-n>	Oobo buzuba ngabube mudima! Leza atabi azyakuchita pe ambubo, nuba mumuni utakabali mulindilyo. 
JOB 3:5	<p-n>@Jobbu 3:5</p-n>	Mudma antomwe amwenzule walufu ngaziliyande libe lyazyo. Akube kuti chiyoba chipone ajulu lyalyo; azyonse zichitya kuti izuba lisiye chakasimpe ngazilipenzye.
JOB 3:6	<p-n>@Jobbu 3:6</p-n>	Kwamba busiku oobo, mayoba asiya mbii kabutola. Akube kuti litakondwi akati kamazuba amumunyaka oyo; litakasiki mumweelwe wamyeezi. 
JOB 3:7	<p-n>@Jobbu 3:7</p-n>	Langa, obo busiku ngiibe ngomwa; kutakazwi niliba jwi lyalukondo mulindilyo.
JOB 3:8	<p-n>@Jobbu 3:8</p-n>	Ngabatukile zuba eelyo, aabo bakonzya kubusya Levitani. Akube kuti nyenyeezi zyakumabbililo zisiye. 
JOB 3:9	<p-n>@Jobbu 3:9</p-n>	Elyo zuba ngalikalanguule mumuni, pesi litakuujani; nekuba kuyobona zikowe zyabunsi oobo, 
JOB 3:10	<p-n>@Jobbu 3:10</p-n>	nkaambo lyakakachilwa kujala milyango yezyalilo lyabaama, alimwi telyakakonzya kundisisila mapenzi mumenso aangu.
JOB 3:11	<p-n>@Jobbu 3:11</p-n>	Nkaambonzi nindakatafwa bunsi oobo nindakazwa muzyalilo lyabaama? Nkaambonzi nindakatapeda muuya wangu buunsi obo baama nibakandizyala? 
JOB 3:12	<p-n>@Jobbu 3:12</p-n>	Nkaamboonzi mawulu aabo nakanditambula? Nkaamboonzi inkolo zyabo nizyakandibukulusya kuti nyonke?
JOB 3:13	<p-n>@Jobbu 3:13</p-n>	Nkaambo kwalino nenga ndilede zwangu chumunizi. Nekunga ndilede nkelyumuzizye antomwe 
JOB 3:14	<p-n>@Jobbu 3:14</p-n>	abaami abendelezi baanyika, aabo bakaliyakila tubanda twabo ooto twakaba mumatongo kwaino.
JOB 3:15	<p-n>@Jobbu 3:15</p-n>	Nakuti nikunga ndilede abana babaami aabo bakali angolide, aabo bakazuzizye maanda aabo ansiliva. 
JOB 3:16	<p-n>@Jobbu 3:16</p-n>	Nakuti chimwi chindi nikunga nkeyandotumbukwa akufwa mpawo, mbuli bana bavwanda abo bakatabona mumuni wazuba.
JOB 3:17	<p-n>@Jobbu 3:17</p-n>	Ooko basizibi nkubamana mumapenzi; ooko bakatede nkubalokulyokezya. 
JOB 3:18	<p-n>@Jobbu 3:18</p-n>	Ooko baane nkubalyiibide antoomwe zwabo; takwe pe anibamvwa ijwi lyasikwenzya bazike. 
JOB 3:19	<p-n>@Jobbu 3:19</p-n>	Bonse baniini abapati nkobabede; mulanda nkwawangunukide kuli simalelo wakwe.
JOB 3:20	<p-n>@Jobbu 3:20</p-n>	Nkaambonzi mumuni nuupegwa kulooyo ulimukuusa? Nkaamboonzi buumi nibupegwa kulooyo usululwa mumuuya, 
